Provider,ActualLabel,FraudProbability,RecommendedAction,TopReasons
PRV51914,No Fraud,0.0011,No action needed,avg_claim_duration = 0.0 (contributed +0.239 to fraud score) | inpatient_ratio = 0.0 (contributed +0.011 to fraud score)
PRV52209,No Fraud,0.0011,No action needed,claims_per_physician = 2.67 (contributed +0.081 to fraud score) | unique_physicians = 3.0 (contributed +0.04 to fraud score)
PRV51429,No Fraud,0.0011,No action needed,avg_claim_duration = 0.0 (contributed +0.258 to fraud score) | unique_physicians = 9.0 (contributed +0.067 to fraud score)
PRV57446,No Fraud,0.0011,No action needed,claims_per_physician = 2.67 (contributed +0.07 to fraud score) | unique_physicians = 3.0 (contributed +0.018 to fraud score)
PRV56635,No Fraud,0.0011,No action needed,avg_claim_amount = 227.0 (contributed +0.121 to fraud score)
PRV56657,No Fraud,0.0011,No action needed,total_claims = 20.0 (contributed +0.218 to fraud score) | max_claim_amount = 1800.0 (contributed +0.044 to fraud score) | num_outpatient_claims = 20.0 (contributed +0.014 to fraud score)
PRV51235,No Fraud,0.0011,No action needed,No strong fraud-pushing features; flagged mainly by baseline risk level.
PRV54122,No Fraud,0.0011,No action needed,avg_claim_duration = 0.0 (contributed +0.282 to fraud score) | max_claim_amount = 200.0 (contributed +0.203 to fraud score)
PRV52536,No Fraud,0.0011,No action needed,avg_patient_age = 72.0 (contributed +0.148 to fraud score) | avg_claim_duration = 8.0 (contributed +0.142 to fraud score)
PRV56373,No Fraud,0.0011,No action needed,avg_claim_duration = 0.0 (contributed +0.239 to fraud score) | avg_patient_age = 85.0 (contributed +0.149 to fraud score) | inpatient_ratio = 0.0 (contributed +0.016 to fraud score)
PRV54509,No Fraud,0.0011,No action needed,unique_physicians = 2.0 (contributed +0.006 to fraud score)
PRV54420,No Fraud,0.0011,No action needed,max_claim_amount = 300.0 (contributed +0.106 to fraud score)
PRV56214,No Fraud,0.0011,No action needed,unique_physicians = 2.0 (contributed +0.016 to fraud score)
PRV53821,No Fraud,0.0011,No action needed,inpatient_ratio = 0.0 (contributed +0.005 to fraud score) | unique_physicians = 1.0 (contributed +0.005 to fraud score)
PRV54347,No Fraud,0.0011,No action needed,total_claims = 26.0 (contributed +0.165 to fraud score) | num_outpatient_claims = 26.0 (contributed +0.013 to fraud score)
PRV53235,No Fraud,0.0011,No action needed,avg_claim_duration = 0.0 (contributed +0.218 to fraud score)
PRV51531,No Fraud,0.0011,No action needed,claims_per_patient = 1.48 (contributed +0.137 to fraud score)
PRV53850,No Fraud,0.0011,No action needed,avg_patient_age = 70.1 (contributed +0.084 to fraud score) | inpatient_ratio = 0.0 (contributed +0.017 to fraud score)
PRV53531,No Fraud,0.001,No action needed,claims_per_physician = 11.0 (contributed +0.138 to fraud score) | avg_claim_duration = 0.0 (contributed +0.105 to fraud score) | num_outpatient_claims = 11.0 (contributed +0.002 to fraud score)
PRV53585,No Fraud,0.001,No action needed,avg_claim_duration = 0.0 (contributed +0.174 to fraud score)
PRV55684,No Fraud,0.001,No action needed,avg_claim_duration = 0.0 (contributed +0.277 to fraud score) | unique_physicians = 3.0 (contributed +0.067 to fraud score) | max_claim_amount = 300.0 (contributed +0.012 to fraud score)
PRV56833,No Fraud,0.001,No action needed,avg_claim_duration = 0.0 (contributed +0.118 to fraud score)
PRV51930,No Fraud,0.001,No action needed,avg_claim_duration = 0.0 (contributed +0.276 to fraud score)
PRV55577,No Fraud,0.001,No action needed,avg_claim_duration = 0.0 (contributed +0.158 to fraud score) | inpatient_ratio = 0.0 (contributed +0.041 to fraud score) | std_claim_amount = 14.14 (contributed +0.0 to fraud score)
PRV52891,No Fraud,0.001,No action needed,total_claims = 19.0 (contributed +0.214 to fraud score) | max_claim_amount = 700.0 (contributed +0.037 to fraud score) | num_outpatient_claims = 19.0 (contributed +0.013 to fraud score)
PRV55634,No Fraud,0.001,No action needed,avg_claim_duration = 0.0 (contributed +0.193 to fraud score) | std_claim_amount = 2192.03 (contributed +0.047 to fraud score) | inpatient_ratio = 0.0 (contributed +0.044 to fraud score)
PRV53202,No Fraud,0.001,No action needed,claims_per_patient = 1.38 (contributed +0.013 to fraud score)
PRV53291,No Fraud,0.001,No action needed,max_claim_amount = 1000.0 (contributed +0.039 to fraud score)
PRV51703,No Fraud,0.001,No action needed,avg_claim_duration = 0.0 (contributed +0.187 to fraud score) | unique_physicians = 2.0 (contributed +0.01 to fraud score) | inpatient_ratio = 0.0 (contributed +0.009 to fraud score)
PRV54154,No Fraud,0.001,No action needed,max_claim_amount = 300.0 (contributed +0.043 to fraud score) | num_outpatient_claims = 12.0 (contributed +0.011 to fraud score)
PRV55637,No Fraud,0.001,No action needed,avg_patient_age = 71.0 (contributed +0.126 to fraud score) | max_claim_amount = 300.0 (contributed +0.049 to fraud score) | inpatient_ratio = 0.0 (contributed +0.033 to fraud score)
PRV57699,No Fraud,0.001,No action needed,total_deductible_paid = 3204.0 (contributed +0.188 to fraud score) | avg_claim_amount = 8666.67 (contributed +0.123 to fraud score) | std_claim_amount = 1527.53 (contributed +0.023 to fraud score)
PRV52551,No Fraud,0.001,No action needed,inpatient_ratio = 0.0 (contributed +0.004 to fraud score)
PRV54439,No Fraud,0.001,No action needed,avg_claim_duration = 0.0 (contributed +0.265 to fraud score) | avg_patient_age = 83.67 (contributed +0.018 to fraud score)
PRV57669,No Fraud,0.001,No action needed,avg_claim_duration = 0.0 (contributed +0.179 to fraud score) | std_claim_amount = 28.87 (contributed +0.048 to fraud score) | inpatient_ratio = 0.0 (contributed +0.033 to fraud score)
PRV53138,No Fraud,0.001,No action needed,avg_claim_duration = 0.0 (contributed +0.152 to fraud score) | unique_physicians = 7.0 (contributed +0.007 to fraud score)
PRV53460,No Fraud,0.001,No action needed,avg_claim_duration = 0.0 (contributed +0.167 to fraud score) | unique_physicians = 3.0 (contributed +0.01 to fraud score) | inpatient_ratio = 0.0 (contributed +0.009 to fraud score)
PRV51368,No Fraud,0.001,No action needed,avg_patient_age = 70.25 (contributed +0.122 to fraud score) | unique_physicians = 3.0 (contributed +0.012 to fraud score)
PRV54132,No Fraud,0.001,No action needed,avg_claim_duration = 0.0 (contributed +0.14 to fraud score) | unique_physicians = 3.0 (contributed +0.013 to fraud score)
PRV54780,No Fraud,0.001,No action needed,total_claims = 21.0 (contributed +0.154 to fraud score) | num_outpatient_claims = 21.0 (contributed +0.002 to fraud score)
PRV55044,No Fraud,0.001,No action needed,inpatient_ratio = 0.0 (contributed +0.012 to fraud score)
PRV54311,No Fraud,0.001,No action needed,max_claim_amount = 90.0 (contributed +0.011 to fraud score) | total_claims = 3.0 (contributed +0.011 to fraud score)
PRV54436,No Fraud,0.001,No action needed,std_claim_amount = 1414.21 (contributed +0.176 to fraud score) | inpatient_ratio = 0.0 (contributed +0.027 to fraud score)
PRV52554,No Fraud,0.001,No action needed,num_outpatient_claims = 13.0 (contributed +0.005 to fraud score)
PRV53827,No Fraud,0.001,No action needed,max_claim_amount = 800.0 (contributed +0.022 to fraud score) | inpatient_ratio = 0.0 (contributed +0.003 to fraud score)
PRV51812,No Fraud,0.001,No action needed,avg_claim_duration = 7.0 (contributed +0.259 to fraud score) | avg_num_diagnosis_codes = 10.0 (contributed +0.227 to fraud score) | avg_claim_amount = 6000.0 (contributed +0.041 to fraud score)
PRV56998,No Fraud,0.001,No action needed,avg_claim_duration = 0.0 (contributed +0.265 to fraud score) | max_claim_amount = 300.0 (contributed +0.003 to fraud score)
PRV53228,No Fraud,0.001,No action needed,avg_claim_duration = 0.0 (contributed +0.374 to fraud score) | avg_patient_age = 81.0 (contributed +0.002 to fraud score)
PRV56313,No Fraud,0.001,No action needed,avg_claim_duration = 0.0 (contributed +0.165 to fraud score) | std_claim_amount = 32.15 (contributed +0.036 to fraud score)
PRV55156,No Fraud,0.001,No action needed,avg_num_diagnosis_codes = 9.0 (contributed +0.19 to fraud score) | avg_claim_duration = 5.0 (contributed +0.177 to fraud score) | avg_claim_amount = 6000.0 (contributed +0.035 to fraud score)
PRV56958,No Fraud,0.001,No action needed,unique_physicians = 2.0 (contributed +0.014 to fraud score)
PRV52693,No Fraud,0.001,No action needed,avg_claim_amount = 490.0 (contributed +0.168 to fraud score) | avg_patient_age = 70.62 (contributed +0.028 to fraud score) | unique_physicians = 5.0 (contributed +0.026 to fraud score)
PRV56266,No Fraud,0.001,No action needed,total_claims = 30.0 (contributed +0.189 to fraud score)
PRV51878,No Fraud,0.001,No action needed,num_outpatient_claims = 12.0 (contributed +0.014 to fraud score)
PRV54849,No Fraud,0.001,No action needed,avg_claim_duration = 0.0 (contributed +0.141 to fraud score) | unique_physicians = 8.0 (contributed +0.014 to fraud score) | num_outpatient_claims = 12.0 (contributed +0.014 to fraud score)
PRV53346,No Fraud,0.001,No action needed,max_claim_amount = 500.0 (contributed +0.042 to fraud score) | unique_physicians = 1.0 (contributed +0.041 to fraud score)
PRV53015,No Fraud,0.001,No action needed,No strong fraud-pushing features; flagged mainly by baseline risk level.
PRV53020,No Fraud,0.001,No action needed,avg_patient_age = 93.0 (contributed +0.397 to fraud score) | inpatient_ratio = 0.0 (contributed +0.005 to fraud score) | total_claims = 2.0 (contributed +0.005 to fraud score)
PRV52806,No Fraud,0.001,No action needed,No strong fraud-pushing features; flagged mainly by baseline risk level.
PRV56518,No Fraud,0.001,No action needed,avg_claim_duration = 0.0 (contributed +0.299 to fraud score) | avg_claim_amount = 450.0 (contributed +0.077 to fraud score)
PRV56977,No Fraud,0.001,No action needed,unique_physicians = 2.0 (contributed +0.07 to fraud score) | max_claim_amount = 400.0 (contributed +0.055 to fraud score)
PRV56780,No Fraud,0.001,No action needed,avg_claim_duration = 0.0 (contributed +0.047 to fraud score) | unique_physicians = 3.0 (contributed +0.015 to fraud score)
PRV56830,No Fraud,0.001,No action needed,unique_physicians = 2.0 (contributed +0.065 to fraud score) | inpatient_ratio = 0.0 (contributed +0.062 to fraud score) | total_claims = 7.0 (contributed +0.047 to fraud score)
PRV51352,No Fraud,0.001,No action needed,inpatient_ratio = 0.0 (contributed +0.024 to fraud score)
PRV55874,No Fraud,0.001,No action needed,avg_claim_duration = 0.0 (contributed +0.064 to fraud score)
PRV55146,No Fraud,0.001,No action needed,avg_num_diagnosis_codes = 9.0 (contributed +0.325 to fraud score) | avg_claim_amount = 6000.0 (contributed +0.119 to fraud score) | avg_patient_age = 72.0 (contributed +0.037 to fraud score)
PRV57435,No Fraud,0.001,No action needed,total_claims = 25.0 (contributed +0.168 to fraud score) | num_outpatient_claims = 25.0 (contributed +0.01 to fraud score) | max_claim_amount = 800.0 (contributed +0.009 to fraud score)
PRV53556,No Fraud,0.001,No action needed,No strong fraud-pushing features; flagged mainly by baseline risk level.
PRV56080,No Fraud,0.001,No action needed,avg_claim_duration = 0.0 (contributed +0.284 to fraud score) | unique_physicians = 2.0 (contributed +0.07 to fraud score)
PRV53069,No Fraud,0.001,No action needed,avg_claim_duration = 0.0 (contributed +0.334 to fraud score)
PRV51231,No Fraud,0.0009,No action needed,No strong fraud-pushing features; flagged mainly by baseline risk level.
PRV51409,No Fraud,0.0009,No action needed,avg_claim_duration = 0.0 (contributed +0.249 to fraud score) | unique_physicians = 4.0 (contributed +0.067 to fraud score)
PRV53492,No Fraud,0.0009,No action needed,avg_claim_duration = 0.0 (contributed +0.135 to fraud score)
PRV56286,No Fraud,0.0009,No action needed,avg_claim_duration = 15.0 (contributed +0.022 to fraud score)
PRV55451,No Fraud,0.0009,No action needed,max_claim_amount = 200.0 (contributed +0.323 to fraud score) | total_claims = 11.0 (contributed +0.033 to fraud score) | num_outpatient_claims = 11.0 (contributed +0.0 to fraud score)
PRV51936,No Fraud,0.0009,No action needed,total_claims = 20.0 (contributed +0.213 to fraud score) | num_outpatient_claims = 20.0 (contributed +0.013 to fraud score) | max_claim_amount = 1000.0 (contributed +0.012 to fraud score)
PRV53600,No Fraud,0.0009,No action needed,avg_num_diagnosis_codes = 10.0 (contributed +0.322 to fraud score) | avg_claim_amount = 4000.0 (contributed +0.102 to fraud score)
PRV54344,No Fraud,0.0009,No action needed,unique_patients = 42.0 (contributed +0.146 to fraud score) | total_claims = 51.0 (contributed +0.004 to fraud score)
PRV54135,No Fraud,0.0009,No action needed,claims_per_patient = 1.5 (contributed +0.445 to fraud score)
PRV52729,No Fraud,0.0009,No action needed,inpatient_ratio = 0.0 (contributed +0.046 to fraud score)
PRV55626,No Fraud,0.0009,No action needed,avg_claim_duration = 0.0 (contributed +0.312 to fraud score)
PRV53601,No Fraud,0.0009,No action needed,avg_claim_duration = 6.0 (contributed +0.252 to fraud score) | avg_claim_amount = 3000.0 (contributed +0.007 to fraud score)
PRV56077,No Fraud,0.0009,No action needed,avg_patient_age = 70.43 (contributed +0.111 to fraud score)
PRV56076,No Fraud,0.0009,No action needed,avg_claim_duration = 0.0 (contributed +0.12 to fraud score) | unique_physicians = 1.0 (contributed +0.003 to fraud score)
PRV53290,No Fraud,0.0009,No action needed,unique_physicians = 5.0 (contributed +0.062 to fraud score)
PRV54294,No Fraud,0.0009,No action needed,avg_claim_duration = 0.0 (contributed +0.166 to fraud score) | inpatient_ratio = 0.0 (contributed +0.052 to fraud score)
PRV54304,No Fraud,0.0009,No action needed,avg_claim_duration = 0.0 (contributed +0.161 to fraud score) | inpatient_ratio = 0.0 (contributed +0.016 to fraud score)
PRV57488,No Fraud,0.0009,No action needed,avg_claim_duration = 0.0 (contributed +0.239 to fraud score) | unique_physicians = 2.0 (contributed +0.03 to fraud score)
PRV56821,No Fraud,0.0009,No action needed,num_outpatient_claims = 12.0 (contributed +0.013 to fraud score)
PRV56867,No Fraud,0.0009,No action needed,No strong fraud-pushing features; flagged mainly by baseline risk level.
PRV56823,No Fraud,0.0009,No action needed,total_claims = 18.0 (contributed +0.263 to fraud score)
PRV53659,No Fraud,0.0009,No action needed,avg_claim_duration = 0.0 (contributed +0.212 to fraud score) | unique_physicians = 2.0 (contributed +0.063 to fraud score)
PRV57728,No Fraud,0.0009,No action needed,No strong fraud-pushing features; flagged mainly by baseline risk level.
PRV51624,No Fraud,0.0009,No action needed,unique_physicians = 3.0 (contributed +0.019 to fraud score)
PRV55603,No Fraud,0.0009,No action needed,No strong fraud-pushing features; flagged mainly by baseline risk level.
PRV56093,No Fraud,0.0009,No action needed,total_claims = 7.0 (contributed +0.067 to fraud score) | inpatient_ratio = 0.0 (contributed +0.007 to fraud score)
PRV57614,No Fraud,0.0009,No action needed,avg_claim_duration = 0.0 (contributed +0.112 to fraud score) | claims_per_patient = 2.0 (contributed +0.025 to fraud score) | unique_physicians = 2.0 (contributed +0.0 to fraud score)
PRV56389,No Fraud,0.0009,No action needed,unique_physicians = 2.0 (contributed +0.069 to fraud score) | num_outpatient_claims = 15.0 (contributed +0.007 to fraud score)
PRV57735,No Fraud,0.0009,No action needed,max_claim_amount = 500.0 (contributed +0.011 to fraud score)
PRV54500,No Fraud,0.0009,No action needed,avg_claim_amount = 12500.0 (contributed +0.009 to fraud score)
PRV54499,No Fraud,0.0009,No action needed,avg_claim_amount = 11000.0 (contributed +0.101 to fraud score)
PRV51211,No Fraud,0.0009,No action needed,avg_patient_age = 70.5 (contributed +0.131 to fraud score) | avg_claim_duration = 0.0 (contributed +0.131 to fraud score) | unique_physicians = 2.0 (contributed +0.082 to fraud score)
PRV52741,No Fraud,0.0009,No action needed,avg_claim_duration = 0.0 (contributed +0.032 to fraud score) | avg_patient_age = 71.5 (contributed +0.001 to fraud score)
PRV52228,No Fraud,0.0009,No action needed,max_claim_amount = 1800.0 (contributed +0.049 to fraud score) | unique_physicians = 2.0 (contributed +0.034 to fraud score) | inpatient_ratio = 0.0 (contributed +0.001 to fraud score)
PRV52758,No Fraud,0.0009,No action needed,avg_claim_duration = 0.0 (contributed +0.069 to fraud score) | inpatient_ratio = 0.0 (contributed +0.009 to fraud score)
PRV53102,No Fraud,0.0009,No action needed,total_claims = 19.0 (contributed +0.201 to fraud score) | unique_physicians = 4.0 (contributed +0.007 to fraud score)
